time,x,y,z,tx,ty,tz,p1,p2,p3,p4,p5,p6,m1,m2,m3,m4,m5,m6
0.034,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
0.090,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
0.144,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
0.178,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
0.232,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
0.286,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
0.335,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
0.379,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
0.433,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
0.487,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
0.531,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
0.586,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
0.631,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
0.684,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
0.738,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
0.782,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
0.835,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
0.884,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
0.937,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
0.989,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
1.043,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
1.076,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
1.129,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
1.182,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
1.226,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
1.278,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
1.332,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
1.408,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
1.430,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
1.483,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
1.535,2.0194,21.9799,1.1869,2.0,22.0,1.399999976158142,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335,-0.0069711506,-0.056424327,0.6527733,0.6527733,-0.02425086,0.087646335
1.582,0.0000,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.633,0.0000,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.683,0.0000,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.733,0.0000,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.783,0.0000,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.833,0.0000,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.883,0.0000,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.933,0.0000,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
