time,x,y,z,tx,ty,tz,p1,p2,p3,p4,p5,p6,m1,m2,m3,m4,m5,m6
0.044,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.04250889,-0.08402483,0.5482839,0.5482839,0.04310157,0.08343215,-0.04250889,-0.08402483,0.5482839,0.5482839,0.04310157,0.08343215
0.057,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.04250889,-0.08402483,0.5482839,0.5482839,0.04310157,0.08343215,-0.04250889,-0.08402483,0.5482839,0.5482839,0.04310157,0.08343215
0.107,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.04250881,-0.08402491,0.5482839,0.5482839,0.04310165,0.08343207,-0.04250881,-0.08402491,0.5482839,0.5482839,0.04310165,0.08343207
0.157,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.042508733,-0.08402499,0.5482839,0.5482839,0.043101728,0.083432,-0.042508733,-0.08402499,0.5482839,0.5482839,0.043101728,0.083432
0.207,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.04250865,-0.08402507,0.5482839,0.5482839,0.043101806,0.083431914,-0.04250865,-0.08402507,0.5482839,0.5482839,0.043101806,0.083431914
0.257,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.042508572,-0.08402515,0.5482839,0.5482839,0.04310189,0.08343183,-0.042508572,-0.08402515,0.5482839,0.5482839,0.04310189,0.08343183
0.307,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.042508494,-0.08402523,0.5482839,0.5482839,0.043101966,0.08343176,-0.042508494,-0.08402523,0.5482839,0.5482839,0.043101966,0.08343176
0.357,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.042508412,-0.08402531,0.5482839,0.5482839,0.043102045,0.083431676,-0.042508412,-0.08402531,0.5482839,0.5482839,0.043102045,0.083431676
0.407,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.042508334,-0.08402539,0.5482839,0.5482839,0.043102127,0.083431594,-0.042508334,-0.08402539,0.5482839,0.5482839,0.043102127,0.083431594
0.457,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.042508256,-0.084025465,0.5482839,0.5482839,0.043102205,0.08343152,-0.042508256,-0.084025465,0.5482839,0.5482839,0.043102205,0.08343152
0.507,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.042508177,-0.08402555,0.5482839,0.5482839,0.043102283,0.08343144,-0.042508177,-0.08402555,0.5482839,0.5482839,0.043102283,0.08343144
0.557,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.042508096,-0.08402562,0.5482839,0.5482839,0.04310236,0.083431356,-0.042508096,-0.08402562,0.5482839,0.5482839,0.04310236,0.083431356
0.607,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.042508017,-0.0840257,0.5482839,0.5482839,0.043102443,0.08343128,-0.042508017,-0.0840257,0.5482839,0.5482839,0.043102443,0.08343128
0.657,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.04250794,-0.084025785,0.5482839,0.5482839,0.04310252,0.0834312,-0.04250794,-0.084025785,0.5482839,0.5482839,0.04310252,0.0834312
0.707,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.04250786,-0.08402586,0.5482839,0.5482839,0.0431026,0.083431125,-0.04250786,-0.08402586,0.5482839,0.5482839,0.0431026,0.083431125
0.757,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.04250778,-0.08402594,0.5482839,0.5482839,0.043102678,0.08343104,-0.04250778,-0.08402594,0.5482839,0.5482839,0.043102678,0.08343104
0.807,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.0425077,-0.084026024,0.5482839,0.5482839,0.04310276,0.08343096,-0.0425077,-0.084026024,0.5482839,0.5482839,0.04310276,0.08343096
0.857,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.042507622,-0.0840261,0.5482839,0.5482839,0.043102838,0.083430886,-0.042507622,-0.0840261,0.5482839,0.5482839,0.043102838,0.083430886
0.907,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.04250754,-0.08402618,0.5482839,0.5482839,0.043102916,0.083430804,-0.04250754,-0.08402618,0.5482839,0.5482839,0.043102916,0.083430804
0.957,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.042507462,-0.08402626,0.5482839,0.5482839,0.043103,0.08343072,-0.042507462,-0.08402626,0.5482839,0.5482839,0.043103,0.08343072
1.007,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.042507384,-0.08402634,0.5482839,0.5482839,0.043103077,0.08343065,-0.042507384,-0.08402634,0.5482839,0.5482839,0.043103077,0.08343065
1.056,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.042507306,-0.08402642,0.5482839,0.5482839,0.043103155,0.083430566,-0.042507306,-0.08402642,0.5482839,0.5482839,0.043103155,0.083430566
1.107,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.042507224,-0.08402649,0.5482839,0.5482839,0.043103233,0.083430484,-0.042507224,-0.08402649,0.5482839,0.5482839,0.043103233,0.083430484
1.157,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.042507146,-0.084026575,0.5482839,0.5482839,0.043103315,0.08343041,-0.042507146,-0.084026575,0.5482839,0.5482839,0.043103315,0.08343041
1.207,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.042507067,-0.08402666,0.5482839,0.5482839,0.043103393,0.08343033,-0.042507067,-0.08402666,0.5482839,0.5482839,0.043103393,0.08343033
1.257,2.9992,19.9584,0.8344,3.0,20.0,1.0,-0.042506985,-0.08402673,0.5482839,0.5482839,0.04310347,0.08343025,-0.042506985,-0.08402673,0.5482839,0.5482839,0.04310347,0.08343025
